Rule Title,Rule Description,Fine Amount
25. section 123 of the principal enactment is hereby,"amended as follows : (1) in subsection (1) of that section, by the substitution for the words effective driving licence wherever those words appear in that section, of the words regular driving licence subject to a probation period. insertion of new section 122a in the principal enactment. classes of driving licences. amendment of section 123 of the principal enactment. motor traffic (amendment) act, no. 8 of 2009 40 (2) by the repeal of subsection (2) thereof and the substitution therefor of the following subsection: (2) (a) a person who does not hold a driving licence and who wishes to learn or to be permitted to drive a motor vehicle shall make application to the commissioner-general for a learners permit (i) in the prescribed form; and (ii) accompanied by the prescribed levy and the prescribed documents. (b) the commissioner-general shall conduct a theory examination for the purpose of ascertaining whether the applicant is competent to be granted a learners permit and if such applicant is successful at such examination, and satisfies the commissioner- general in regard to the requirements specified in paragraph (c) of this subsection, issue him with a learners permit. (c) every applicant for a learners permit shall prove to the satisfaction of the commissioner- general (i) in the case of an application for a learners permit to drive light vehicles that he has completed the age of seventeen years; and in the case of an application for a learners permit to drive heavy vehicles that he has completed the age of twenty years ; and (ii) that he is physically fit to drive the class or classes of vehicles in respect of which the application is made. (d) every person who is successful at the theory examination referred to in paragraph (b) shall (i) apply to the commissioner-general in the prescribed form accompanied by the prescribed fee, for the l plate which shall be 41 motor traffic (amendment) act, no. 8 of 2009 fixed and maintained on a motor vehicle in accordance with the succeeding provisions of this section ; (ii) obtain an insurance cover in accordance with the provisions of section 99. (e) a holder of an l plate shall not permit or cause the owner or any other person in charge of a motor vehicle who is not the holder of an l plate to use that plate for the purpose of learning: provided that (i) no person other than the holder of a learners permit and the person instructing him shall travel in such motor vehicle; where the person so instructing such learner is a registered driving instructor, the maximum number of learners carried in a motor vehicle belonging to the class referred to in item 2 of the schedule to section 122 shall not exceed three persons and in motor vehicles of a class referred to in items 6(i), 6(ii) and 7 of the schedule to section 122 shall not exceed six persons; (ii) the holder of a regular driving licence which is valid for motor vehicles of that class and who should be at least twenty one years of age, shall accompany him for the purpose of instructing him and shall be seated at his side : provided however that the requirements herein contained shall not apply to motor cycles and tractors ; and motor traffic (amendment) act, no. 8 of 2009 42 (iii) there is carried above each identification plate fixed on the vehicle, in such manner as not to obstruct any such identification plate, a white board or plate bearing the letter l painted thereon in red the dimensions of such letter being at least twice the corresponding dimensions of any letter forming part of the distinctive number on the identification plate. (f) the holder of a learners permit may on completion of a period of three months from the date of issue of such learners permit and if he has satisfied the requirements set out in section 125, apply to the commissioner-general in the prescribed form accompanied by the prescribed levy to convert his learners permit into a regular driving licence. (g) regulations may be made prescribing (i) any other requirement or condition for the issue of a learners permit ; and (ii) the shape, size, colour, details of display and the procedure for the issue of l plate.. (3) by the addition, immediately after subsection (2) of that section of the following subsections which shall have effect as subsections (3), (4) (5), (6) and (7) thereof : (3) (a) a regular driving licence shall be subject to a minimum probationary period of one year from the date of issue and a maximum probationary period of two years from the date of issue. 43 motor traffic (amendment) act, no. 8 of 2009 (b) where the holder of a regular driving licence has within the probationary period of one year accumulated the prescribed number of driver improvement points as would result in the cancellation or suspension of his driving licence under section 133a, or driver improvement points over and above such prescribed number, the commissioner-general shall extend the period of probation for a further period of one year. (c) if the commissioner-general is satisfied that the holder of a regular driving licence under paragraph (b), has during the extended probationary period of one year accumulated the prescribed number of driver improvement points which would result in the suspension or cancellation of a driving licence under section 133a or driver imporvement points over and above such prescribed number, he shall forthwith cancel such probationary licence. (4) (a) for the purposes of this act, every driving licence, irrespective of whether it is a regular driving licence subject to a probationary period or a regular driving licence, shall be treated as a valid driving licence for the class or classes of motor vehicles referred to therein. (b) all levies recovered by the commissioner- general in respect of the issue of every such licence or permit referred to in subsection (1) of section 122 shall be deemed to have been validly recovered under the provisions of this act. (5) (a) a person who contravenes the provisions of paragraph (a) of subsection (1) shall be guilty of an offence and shall on conviction be liable to a fine not less than three thousand rupees and not exceeding six thousand rupees and on a second or subsequent conviction to a fine not less than six thousand rupees and not exceeding ten thousand rupees. motor traffic (amendment) act, no. 8 of 2009 44 (b) a person who contravenes the provisions of paragraph (b) of subsection (1) shall be guilty of an offence and shall on conviction be liable to a fine not less than four thousand rupees and not exceeding eight thousand rupees and on a second or subsequent conviction to a fine not less than eight thousand rupees and not exceeding twelve thousand rupees. (6) (a) a person who contravenes the provisions of paragraph (d) of subsection (2) shall be guilty of an offence and shall on conviction be liable to the penalty specified in section 224. (b) a person who contravenes the provisions of paragraph (e) of subsection (2), shall be guilty of an offence and shall on conviction be liable to the penalty specified in section 224. (7) a person who contravenes the provisions of paragraph (a) of subsection (3) shall be guilty of an offence and shall on conviction, be liable to the penalty specified in section 224..",3000.0
26. section 124 of the principal enactment is hereby,repealed and the following section substituted therefor:,
124. (1) every application for a learners,"permit and regular driving licence shall be made to the commissioner-general in the prescribed form, and shall be accompanied by (a) a medical certificate from the national transport medical institute established under the national transport medical institute act, no. 25 of 1997 or a medical practitioner registered under the medical ordinance (chapter 105) and duly replacement section 124 of the principal enactment. application for a learners permit and regular driving licence. 45 motor traffic (amendment) act, no. 8 of 2009 authorized by the national transport medical institute or authorized by the commissioner-general, which certifies that the applicant is physically fit to drive the class or classes of vehicles in respect of which the application is made ; (b) the prescribed levy ; (c) two copies of a photograph of the applicant of such size as may be prescribed and taken not earlier than six months prior to the date of the making of the application; (d) a declaration made by the applicant in the prescribed form as to whether or not he is suffering from any disease or mental or physical disability as would be likely to cause his driving to be a source of danger to the public. (2) every applicant for a driving licence valid for motor vehicles belonging to the classes specified in items 1(i), 1(ii), 2, 3 and 8 of the schedule to section 122 shall prove to the satisfaction of the commissioner-general (a) that he has completed the age of eighteen years ; and (b) that he has been a learner driver for at least three months from the date he obtained l plate from the commissioner-general. (3) every applicant for a driving licence valid for motor vehicles belonging to the classes specified in items 4(i), 4(ii), 5, 6(i), 6(ii), motor traffic (amendment) act, no. 8 of 2009 46 7, 9 and 10 of the schedule to section 122 shall prove to the satisfaction of the commissioner-general that he  (a) has completed the age of twenty-one years ; (b) has been a learner driver of the class of vehicles in respect of which the application is made for at least three months from the date he obtained l plate from the commissioner-general; (c) possesses an adequate practical knowledge of the mechanism of motor vehicles as may be prescribed ; (d) possesses such educational and other qualifications as may be prescribed ; (e) possesses such physical requirements as may be prescribed ; (f) has been in possession of a regular driving licence valid for motor vehicles belonging to the classes specified in items 2 and 3 of the schedule to section 122, for a period of not less than two years..",25.0
27.,"the following new sections are hereby inserted immediately after section 124a of the principal enactment and shall have effect as sections 124b, 124c and 124d of that enactment : 124b. (1) there shall be motor traffic appeals board (hereinafter in this part referred to as the board) consisting of the following members who shall be persons who have gained recognition or integrity: (a) a nominee of the secretary to the ministry of the minister in charge of the subject of transport; insertion of new sections 124b, 124c and 124d in the principal enactment. motor traffic appeals board. 47 motor traffic (amendment) act, no. 8 of 2009 (b) a retired examiner of motor traffic nominated by the secretary to the ministry of the minister in charge of the subject of transport; and (c) one person from the police department nominated by the inspector general of police. (2) an applicant for a driving licence who has complied with the requirements set out in subsection (2) of section 123 and section 124, and who is aggrieved by the decision of the commissioner-general refusing to issue him a driving licence may prefer an appeal to the board against such decision. (3) the board shall within a period of thirty days from the date of preferring the appeal communicate its decision on such appeal to the applicant and the commissioner-general, and the commissioner-general shall give effect to such decision. 124c. (1) the minister shall appoint a medical committee comprising of  (a) the commissioner-general of motor traffic or his nominee ; (b) the director -general of health services or his nominee ; (c) specialistmedical officer registered under the medical ordinance (chapter.) who has specialized in the particular field; and (d) a representative of the ministry of the minister in charge of the subject of transport : medical committee. motor traffic (amendment) act, no. 8 of 2009 48 (2) the duties of the medical committee shall be to hear appeals from persons aggrieved by the refusal to issue medical certificates by medical practitioners or the national transport medical institute under section 124d. (3) a medical practitioner who wilfully issues a medical certificate which is incorrect as regards the medical condition of an applicant or is incorrect in regard to any material particulars specified therein shall be guilty of the offence of fraudulent issue of a medical certificate and shall on conviction be liable to a fine not less than ten thousand rupees and not exceeding twenty thousand rupees and such practitioner shall also be reported to the sri lanka medical council. 124d. (1) an applicant for a learners permit and regular driving licence who is aggrieved by the refusal of a medical practitioner referred to in section 124 or the national transport medical institute to issue him with a medical certificate may prefer an appeal against such refusal to the medical committee appointed under section 124c. (2) such medical committee shall within a period of seven days cause such applicant to be examined by a registered medical practitioner other than a medical practitioner referred to in paragraph (1) and shall if such medical practitioner certifies that the applicant is fit to be issued a driving licence, issue him a medical certificate and shall report such fact to the sri lanka medical council.",10000.0
28.,"section 125 of the principal enactment is hereby amended as follows : (1) in subsection (1) of that section, by the substitution for the words licence which it accompanies. of the words, licence which it accompanies and any appeals to medical committee. amendment of section 125 of the principal enactment. 49 motor traffic (amendment) act, no. 8 of 2009 endorsement made on such form shall be deemed to have been made upon such driving licence.; (2) in subsection (4) of that section, by the substitution for the words driving a motor vehicle in a safe and proper manner. of the words driving a motor vehicle in a safe or proper manner : provided that, the commissioner-general may refuse to issue a driving licence in circumstances that appear to him to be detrimental to the interest of the public.; (3) by the repeal of subsection (5) thereof and the substitution therefor of the following subsection: (5) no regular driving licence shall be issued (a) in respect of motor vehicles belonging to the clauses specified in items 1(i), 1(ii), 2, 3 and 8 and of the schedule to section 122 to any person who has not attained the age of eighteen years ; and (b) in respect of motor vehicles belonging to the clauses specified in items 4(i), 4(ii), 5, 6(i), 6(ii), 7, 9 and 10 of the schedule to section 122 to any person who has not attained the age of twenty- one years, and, a licence issued to any such person shall be of no force or effect in law..",125.0
29.,"section 126 of the principal enactment is hereby amended as follows : (1) by the repeal of subsection (1) of that section and the substitution therefor of the following subsection : (1) unless otherwise prescribed by the minister and subject to the provisions of amendment of section 126 of the principal enactment. motor traffic (amendment) act, no. 8 of 2009 50 subsections (2) and (3) of section 126a and section 126b, learners permit and regular driving licence issued in respect of motor vehicles  (a) belonging to the classes specified in items 4(i), 4(ii), 5, 6(i), 6(ii), 7, 9 and 10 of the schedule to section 122, shall be valid for a period of four years ; (b) belonging to the classes specified in items 1(i), 1(ii), 2, 3 and 8 of the schedule to section 122, shall be valid for a period of eight years.. (2) by the addition, immediately after subsection (3) of that section, of the following subsections which shall have effect as subsections (4) and (5) thereof : (4) a person who drives a motor vehicle on a road at any time during which his driving licence has been suspended or cancelled or where the period of validity of such licence has expired shall be guilty of an offence and shall on conviction be liable to a fine not less than five thousand rupees and not exceeding ten thousand rupees. (5) the minister may make regulations prescribing the period of validity of driving licences issued under this act for any class or classes of vehicles specified under section 122.",5000.0
30.,"the following new sections are hereby inserted immediately after section 126a of the principal enactment and shall have effect as sections 126b and 126c thereof : 126b. (1) subject to the provisions of subsections (2) and (3) of section 126 and section 126a every driving licence may, on the insertion of new sections 126b and 126c in the principal enactment. renewal of driving licences. 51 motor traffic (amendment) act, no. 8 of 2009 expiry of the period for which it is issued, be renewed in the case of motor vehicles of a class referred to in items 1(i), 1(ii), 2, 3, 8 and 10 of the schedule to section 122 for further periods of eight years each at a time and in the case of motor vehicles of a class referred to in items 4(i), 4(ii), 5, 6(i), 6(ii), 7 and 9 of the schedule to section 122 for further periods of four years each, at a time. (2) every application for the renewal of a driving licence shall be in the prescribed form and shall be accompanied by (a) (i) in the case of belonging to the classes specified in items 1(i), 1(ii), 2, 3 and 8 of the schedule to section 122 a medical certificate from the national transport medical institute established under the national transport medical institute act, no. 25 of 1997 or from a medical practitioner registered under the medical ordinance (chapter 105) or duly authorized by the national transport medical institute or authorized by the commissioner- general, which certifies that the applicant is physically fit to drive motor vehicles of the class or classes in respect of which such application is made ; and (ii) in the case of vehicles belonging to the classes specified in items 4(i), 4(ii), 5, 6(i), 6(ii), 7, 9 and 10 of the schedule to section 122 a medical certificate from the national transport medical institute established under the national transport medical institute motor traffic (amendment) act, no. 8 of 2009 52 act, no. 25 of 1997 or or by a medical practitioner registered under the medical ordinance (chapter 105) duly authorized by the national transport medical institute or authorized by the commissioner- general, which certifies that the applicant is physically fit to drive motor vehicles of the class or classes in respect of which such application is made; (b) the prescribed levy ; and (c) two copies of a photograph of the applicant, of such size as may be prescribed, taken not earlier than six months prior to the date of the making of the application. (3) every application for the renewal of a driving licence shall be forwarded to the commissioner-general three months prior to the expiry of a licence currently in force.",126.0
31.,"section 128 of the principal enactment is hereby amended as follows: (1) by the repeal of subsection (1) of that section and the substitution therefor of the following subsection: (1) a driving licence, unless expressed to be valid for all classes of vehicles, shall be valid only for the class or classes of motor vehicles specified in column 3 of the schedule to section 122.; (2) by the repeal of subsections (2) and (4); amendment of section 128 of the principal enactment. 53 motor traffic (amendment) act, no. 8 of 2009",128.0
32.,"the following new sections are hereby inserted immediately after section 128 of the principal enactment and shall have effect as sections 128a and 128b of that enactment :- 128a. (1) no person, who is the holder of a driving licence valid for any class or classes of motor vehicles shall drive any emergency service vehicle or public service vehicle on any road unless he is specifically authorized to do so by a special endorsement of the commissioner general on his driving licence. (2) a person wishing to drive an emergency service vehicle or a public service vehicle on any road shall make application to the commissioner general on the prescribed form accompanied by the prescribed levy. (3) the minister may make regulations prescribing the requirements, qualifications and tests to be conducted to qualify for an endorsement on a driving licence empowering a licence holder to drive an emergency service vehicle or public service vehicle as the case may be. 128b. (1) a person wishing to drive a special purpose vehicle shall make application for a licence for that purpose to the commissioner- general in the prescribed from accompanied by the prescribed levy. (2) the minister may make regulations prescribing the requirements to be satisfied, the qualifications necessary and the tests to be conducted for the purpose of determining whether a person qualifies to drive a special purpose vehicle.. insertion of new sections 128a and 128b in the principal enactment. emergency service vehicles and public service vehicles. special purpose vehicles. motor traffic (amendment) act, no. 8 of 2009 54",128.0
33.,"section 132 of the principal enactment is hereby amended as follows  (1) in subsection (1) of that section by the substitution for the words not exceeding three months of the words not exceeding twelve months; and (2) in subsection (5) of that section by the substitution, for the words shall not apply to the issue of, of the words shall apply to the issue of..",132.0
34.,"the following new sections are hereby inserted immediately after section 132 of the principal enactment and shall have effect as sections 132a and 132b thereof : 132a. (1) any person ordinarily resident in sri lanka, being the holder of a driving licence issued under part vii of this act, may on application made in the manner hereinafter provided, obtain an international driving permit authorizing him to drive a vehicle whilst abroad in any of the contracting states or territories that have acceded to the vienna convention on road traffic of eighth november, one thousand nine hundred and sixty eight. (2) an application for any such driving permit shall be in the prescribed form and be accompanied by the prescribed levy and may be submitted to the prescribed associations who shall forward the application to the commissioner-general. (3) every applicant for an international driving permit shall be examined by an authorized officer appointed for the purpose by the commissioner-general, prior to the issue of the said permit. insertion of new sections 132a and 132b in the principal enactment. international driving permit. amendment of section 132 of the principal enactment. 55 motor traffic (amendment) act, no. 8 of 2009 (4) such international driving permit shall be valid for a period of one year commencing from the date of issue. (5) for the purpose of this section prescribed association means the automobile association of ceylon or any other association which is affiliated to the alliance international de tourism in geneva, switzerland, being the regulatory body for the issue of international permits as may be prescribed by the minister by notification published in the gazette. 132b. a person who is a bonafide visitor to sri lanka and who possesses a valid international driving permit issued by any of the contracting states to, or the states or territories that have acceded to the vienna convention of eighth november one thousand nine hundred and sixty eight, shall be deemed to possess a driving licence issued under the provisions of this act and to be authorized to drive the class or classes of vehicles specified in the driving permit: provided that (a) the permit is valid within the meaning of article 41 of the vienna convention of 1968 ; (b) the holder carries such permit while driving in sri lanka and produces it on demand by a police officer or examiner of motor vehicles for inspection ; and (c) the holder fulfils in all respects the conditions set out in article 41 of the vienna convention of 1968.. recognition of international driving permit or certificate in sri lanka. motor traffic (amendment) act, no. 8 of 2009 56",132.0
35.,"section 133a of the principal enactment is hereby amended as follows : (1) by the repeal of subsection (1) of that section and the substitution therefor of the following subsection : (1) where the holder of a learners permit and regular driving licence is convicted of any offence prescribed by the minister under this section and the court does not suspend or cancel the driving licence of such holder, the court may (a) if the learners permit and regular driving licence of such holder is available, enter or cause to be entered upon such licence; or (b) if the learners permit and regular driving licence of such holder is not available, direct the commissioner to enter upon such licence,such number of driver improvement points prescribed in respect of the offence in respect of which the holder of such driving licence was convicted: provided however, that in the case of a learners permit and regular driving licence issued in the form of a card without the micro chip such entry may be made on the endorsement form prescribed under section 125 and an entry so made shall for the purposes of this act, be deemed to have been made upon such driving licence.: (2) by the insertion immediately after the proviso to subsection (1) thereof of the following subsection which shall have effect as subsection (1a) thereof:  (1a) where the holder of a learners permit and regular driving licence on detection by a police officer admits liability for the contravention of any section prescribed by the minister under amendment of section 135 of the principal enactment. 57 motor traffic (amendment) act, no. 8 of 2009 this section and makes, in lieu of prosecution for such contravention, payment of the fine prescribed in respect of that offence any police officer of the rank of sergeant or above shall enter such fine on the prescribed form under the subsection and forward a copy of the entry made thereon to the commissioner- general for the purpose of record and on receipt of such record, the commissioner- general shall enter upon such learners permit and regular driving licence the number of driver improvement points prescribed in respect of such offence under this section.; (3) by the repeal of subsection (3) thereof, and the substitution therefor of the following subsection: (3) where any court enters or causes to be entered driver improvement points on any driving licence under subsection (1), the court shall forward to the commissioner-general a copy of the entry made on the licence. for the purpose of this section the inspector general of police shall notify the commissioner general of the commission of any offence under this section.; (4) by the addition immediately after subsection (4) of that section, of the following subsection which shall have effect as subsection (5) thereof: (5) the minister may make regulations identifying the offences and the number of driver improvement points which shall be entered on a driving licence or assigned by the commissioner- general on the commission of such offences..",133.0
36.,"section 135 of the principal enactment is hereby amended as follows : (1) in the proviso to subsection (1) of that section, by the substitution for the words, extension of its amendment of section 133a of the principal enactment. motor traffic (amendment) act, no. 8 of 2009 58 validity, of the words extension of its validity, replacement, renewal or additional endorsement,. (2) by the insertion, immediately after subsection (1), of the following new subsections which shall have effect as subsections (1a), (1b), (1c) and (1d) thereof : (1a) any person who fails to carry a valid learners permit and regular driving licence including the endorsement form while driving a motor vehicle shall be guilty of an offence and shall on conviction be liable to a fine not less than two thousand five hundred rupees and not exceeding five thousand rupees. (1b) where a driver of a motor vehicle does not possess a valid learners permit and regular driving licence a police officer may detain such driver of the motor vehicle until such driver produces a valid learners permit and regular driving licence. where it is found that such driver does not hold a valid learners permit and regular driving licence, such driver and owner of the motor vehicle shall be guilty of an offence and shall be liable to a fine not less than three thousand rupees and not exceeding six thousand rupees and to imprisonment of either description for a term of six months: provided however that the owner of such motor vehicle shall not be deemed to be guilty of an offence if he proves to the satisfaction of the court that the vehicle was removed by such driver without his knowledge. (1c) (a) where the driver of a motor vehicle wilfully refuses to produce the learners permit and regular driving licence on demand by a police officer, such police officer may take such driver and the vehicle into custody and produce such driver at the nearest police station for the purpose of investigation. 59 motor traffic (amendment) act, no. 8 of 2009 (b) any person who wilfully refuses to produce the learners permit or regular driving licence or endorsement form on demand by a police officer shall be guilty of an offence and shall on conviction before a magistrate be liable to a fine not less than five thousand rupees and not exceeding ten thousand rupees: provided however, that no person shall be deemed to be guilty of an offence under this section, if he proves to the satisfaction of the court that his learners permit or regular driving licence had at the time of the alleged contravention, been forwarded to the commissioner-general for an additional endorsement or for an extension of its validity, or for replacement or renewal. (1d) (a) no person shall drive a motor vehicle carrying or possessing a learners permit or regular driving licence which is faded, defaced, damaged, or obscure. (b) any person who contravenes the provisions of paragraph (a) shall be guilty of an offence under this act and shall on conviction be liable to the penalty specified in section 224; ; and (3) in subsection (5) of that section, by the substitution for the words, charged, may specify by endorsement of the words, charged, may cause to be specified by endorsement..",2500.0
37. section 138 of the principal enactment is hereby,"amended by the insertion, immediately after subsection (1) thereof of the following subsection which shall have effect as subsection (1a) thereof : (1a) (a) if any person whose learners permit and regular driving licence is in the custody of the police or any court in connection with the commission of an offence under this act or the commission of an offence related to the driving of a motor vehicle under any other written law, applies for a new learners permit and regular driving licence or a amendment of section 138 of the principal enactment. motor traffic (amendment) act, no. 8 of 2009 60 duplicate learners permit and regular driving licence that person shall be guilty of an offence and any licence so obtained shall be of no effect. (b) any person who is guilty of an offence under paragraph (a) of this subsection shall on conviction be liable to a fine not less than five thousand rupees and not more than ten thousand rupees and on a second or subsequent conviction to a fine not less than ten thousand rupees and not exceeding twenty thousand rupees and to the cancellation of his driving licence. (c) if any person shall possess more than one driving licence issued by the commissioner-general at any one time, or is in possession of the driving licence of another person without lawful authority he shall be guilty of an offence and shall on conviction be liable to a fine not less than ten thousand rupees and not exceeding fifteen thousand rupees and to the confiscation of such licence. .",5000.0
38. the following new section is hereby inserted,"immediately after section 138 of the principal enactment and shall have effect as section 138a thereof : 138a. (1) every holder of a driving licence shall notify the commissioner-general either by registered post or personal delivery, of any changes in his residence and postal address within thirty days of such change and the commissioner general shall endorse such changes in the respective endorsement form and record them in the appropriate registers. (2) any person who contravenes the provisions of subsection (1) shall be guilty of an offence under this act and shall on conviction be liable to the penalty specified in section 224..",138.0
39.,"the following new heading is hereby inserted immediately after part viia of the principal enactment: commissioner general to be notified of change of residence. insertion of new section 138a of the principal enactment. insertion of heading to part viia. 61 motor traffic (amendment) act, no. 8 of 2009 licencing of driving schools and instructors.",138.0
40.,"section 139 a of the principal enactment is hereby amended by the repeal of subsection (2) of that section and the substitution therefor of the following subsection: (2) any person who contravenes the provisions of subsection(1) shall be guilty of an offence and shall, on conviction be liable to a fine not less than five thousand rupees and not exceeding ten thousand rupees or to imprisonment of either description for a term not exceeding six months or to both such fine and imprisonment and on a second or subsequent conviction to a fine not less than fifteen thousand rupees and not exceeding twenty five thousand rupees or to imprisonment of either description for a term not exceeding one year or to both such fine and imprisonment ..",5000.0
41. section 139b of the principal enactment is hereby,amended by the repeal of subsection (2 )of that section and the substitution therefor of the following subsection: (2) no instructors licence of any class shall be issued to any person unless he (a) is the holder of a valid driving licence of a class which is specified under section 139bb to make him eligible to be issued an instructors licence of such class as is specified in that section ; and (b) possesses such suitable qualifications and experience as may be prescribed..,2.0
42.,"the following new section is hereby inserted immediately after section 139 b of the principal enactment and shall have effect as section 139bb thereof: 139bb. (1) an instructors licence issued under this part shall be divided into three classes, namely class a, class b and class c. insertion of new section139bb of the principal enactment. amendment of section 139a of the principal enactment. amendment of section 139b of the principal enactment. instructors licence and assistant instructors licence. motor traffic (amendment) act, no. 8 of 2009 62 (2) an assistant instructors licence shall be of class c. (3) an instructor or assistant instructor shall be eligible to be issued a class c licence if he has been the holder of a valid regular driving licence stated to be valid for a motor vehicle belonging to the classes specified in items 1(i), 2 and 3 of the schedule to section 122, for a minimum period of five years immediately prior to the application. such instructors licence or assistant instructors licence shall authorize him to instruct learners of classes of motor vehicles belonging to the classes specified in items 1(i), 1(ii), 2, 3 and 8 of the schedule to section 122. (4) a person shall be eligible to be issued an instructors licence of class b, if he has been the holder of a valid regular licence stated to be valid for motor vehicles belonging to the classes specified in items 1(i) and 6 of the schedule to section 122, for a minimum period of five years immediately prior to the application. such instructors licence shall authorize him to instruct learners of motor vehicles belonging to the classes specified in items 1(i), 1(ii), 2, 3, 4(i), 4(ii), 6(i), 6(ii), 8 and 10 the schedule to section 122. (5) a person shall be eligible to be issued an instructors licence of class a, if he has been the holder of a valid regular licence expressed to be valid for motor vehicles belonging to the classes specified in items 1(i), 5 and 7 of the schedule to section 122, together with emergency service vehicle and public service vehicle endorsements valid for a minimum period of five years immediately prior to the application. such instructors 63 motor traffic (amendment) act, no. 8 of 2009 licence shall authorize him to instruct learners of motor vehicles belonging to the classes specified in items 1(i), 1(ii), 2, 3, 4(i), 4(ii), 5, 6(i), 6(ii), 7, 8, 9 and 10 of the schedule to section 122..",139.0
43.,"section 139e of the principal enactment is hereby amended as follows : (1) in subsection (1) of that section (a) by the omission in paragraph (b) thereof of the word or; (b) by the substitution in paragraph (c) of that subsection for the words, regulations made thereunder. of the words, regulations made thereunder; or ; and (c) by the insertion immediately after paragraph (c) thereof, of the following new paragraph which shall have effect as paragraph (d) thereof : (d) has accumulated more than the specified number of driver improvement points.; (2) in subsection (4) of that section, by the substitution for the words secretary to the ministry of the words secretary to the ministry of the minister; (3) in subsection (6) of that section, by the substitution for the words secretary to the ministry of the words secretary to the ministry of the minister ; and (4) in subsection (8) of that section, by the substitution for the words shall forthwith surrender it to the commissioner, of the words, shall surrender such licence to the commissioner - general within seven days of such cancellation.. amendment of section 139e of the principal enactment. motor traffic (amendment) act, no. 8 of 2009 64",139.0
44.,section 139f of the principal enactment is hereby amended in subsection (3) of that section by the substitution for the words to a fine not less than five hundred rupees of the words to a fine not less than seven thousand five hundred rupees and not exceeding fifteen thousand rupees..,500.0
45.,section 139n of the principal enactment is hereby amended by the repeal of the definition of the expression driving instructor.,139.0
46.,section 145 of the principal enactment is hereby repealed and the following section substituted therefor:,145.0
145. (1) no motor vehicle shall be used on,"a road unless it is in all respects in such a condition that it will not cause or be likely to cause (a) danger, discomfort, annoyance or harm to any person in the vehicle or any person using the road ; (b) danger to any vehicle on the road ; or (c) damage to any property on or adjoining the road. (2) where a driver of a motor vehicle contravenes any provision of subsection (1) such driver, and registered owner of such motor vehicle shall be guilty of an offence and shall on conviction be liable to a fine not less than ten thousand rupees and not exceeding twenty thousand rupees. (3) where a driver of a motor vehicle contravenes the provisions of subsection (1) and thereby causes injury to any person such driver, and registered owner of such motor vehicle shall be guilty of an offence and shall amendment of section 139n of the principal enactment. replacement of section 145 of the principal enactment. condition of motor vehicles. amendment of section 139f of the principal enactment. 65 motor traffic (amendment) act, no. 8 of 2009 on conviction be liable to a fine not less than ten thousand rupees and not exceeding twenty five thousand rupees or to imprisonment for a term not exceeding two months or to both such fine and imprisonment and to the suspension of his driving licence for a period of six months. (4) where a driver of a motor vehicle contravenes any provision of sub-section (1) and thereby causes grievous injury to any person, such driver and registered owner of such motor vehicle shall be guilty of an offence, and shall on conviction be liable to a fine not less than twenty five thousand rupees and not exceeding thirty five thousand rupees or to imprisonment for a term not exceeding six months or to both such fine and imprisonment and to the suspension of his driving licence for a period of six months. (5) where a driver of a motor vehicle contravenes any provision of sub-section (1) and thereby causes the death of any person, such driver and registered owner of such motor vehicle shall be guilty of an offence, and shall on conviction be liable to a fine not less than fifty thousand rupees and not exceeding seventy five thousand rupees or imprisonment for a term not exceeding one year or to both such fine and imprisonment and to the suspension of his driving licence for a period of twelve months. .",10000.0
47.,"section 155 of the principal enactment is hereby amended as follows : (1) in subsection (1) of that section, by the substitution for the words efficient instrument of the words efficient warning instrument; amendment of section 155 of the principal enactment. motor traffic (amendment) act, no. 8 of 2009 66 (2) by the re-numbering of subsections (2), (3) and (4) of that section as subsections (4), (5) and (6) thereof ; (3) by the insertion, immediately after subsection (1) thereof, of the following subsections which shall have effect as subsections (2) and (3) thereof : (2) (a) notwithstanding the provisions of subsection (1), the driver of a motor vehicle shall not use, or cause or permit to be used the warning instrument of such vehicle except  (i) when necessary as a traffic warning to avoid an accident ; or (ii) as an indication of his intention to overtake another vehicle, provided however, that at night, such driver may flash the head lights for such purpose and also sound a warning instrument . (3) no person shall use a motor vehicle that has been equipped with a multi-tone horn sounding a succession of different notes, or with any other sound producing device giving a harsh, shrill, loud or alarming noise : provided that such a multi-tone horn or other sound producing device may be fitted or used  (a) on a vehicle used by the fire brigade ; (b) on a vehicle used by members of the police or armed services ; or (c) on an ambulance responding to an emergency call. ; 67 motor traffic (amendment) act, no. 8 of 2009 (4) in the renumbered subsection (4) thereof, by the substitution for the words  highway within the limits of an urban area. of the word road.. (5) by the repeal of the renumbered subsection (5) of that section and the substitution of the following subsection therefor : (5) regulations may be made (a) prohibiting or restricting for the purposes of this section the use of all warning instruments or any specified instrument in any area or part thereof during any specified hours of the day ; (b) prescribing the maximum noise level that may emanate from a vehicle whether from the engine, the exhaust device or the horn; (c) prescribing the maximum noise level that is permissible for any class or classes of vehicles with regard to a warning device or reverse warning device or any amplifying devices fitted on such class or classes of vehicles.; (6) in the re-numbered subsection (6) of that section by the substitution, for the word and figure subsection (3), of the word and figure subsection (5).; (7) by the insertion, immediately after the re-numbered subsection (6) of that section, of the following subsection which shall have effect as subsection (7) thereof: (7) any person who contravenes the provisions of this section shall be guilty of an offence and motor traffic (amendment) act, no. 8 of 2009 68 shall on conviction be liable to a fine not less than three thousand rupees and not exceeding five thousand rupees and to the confiscation of such instruments..",3000.0
